province;red;green;blue;x;x
4801;183;228;84;Batulican;Batulican
4802;79;254;101;South Pontiniak;South Pontiniak
4803;248;45;0;North Katapang;North Katapang
4804;148;41;14;West Kuching;West Kuching
4805;238;141;151;East Sibu;East Sibu
4806;228;15;86;Inland Sarawak;Inland Sarawak
4807;185;69;211;North Borneo;North Borneo
4808;230;213;205;Southern Sumatra;Southern Sumatra
4809;58;125;63;South Peureulak;South Peureulak
4810;251;189;80;South Deli;South Deli
4811;78;19;109;Barus;Barus
4812;115;67;188;Gerik;Gerik
4813;193;124;50;Penang;Penang
4814;204;29;35;Semantan;Semantan
4815;150;40;142;Singapura;Singapura
4816;81;176;19;Rengat;Rengat
4817;136;32;11;Padang;Padang
4818;158;68;193;Indrapura;Indrapura
4819;238;111;151;Son Nam;Son Nam
4820;179;39;82;Minh Quang;Minh Quang
4821;118;178;134;Nghe An;Nghe An
4822;240;117;163;Amaravati;Amaravati
4823;74;237;125;Jarai;Jarai
4824;182;255;0;Tay Nguyen;Tay Nguyen
4825;139;124;98;Pursat;Pursat
4826;134;235;115;Kampot;Kampot
4827;63;194;255;Kampom Pous Thom;Kampom Pous Thom
4828;182;1;4;Preah Vihear;Preah Vihear
4829;235;170;132;Raung Dapey;Raung Dapey
4830;72;209;160;Rayong;Rayong
4831;207;79;128;Bangkok;Bangkok
4832;245;59;108;Lopburi;Lopburi
4833;182;244;187;Phetchabun;Phetchabun
4834;52;21;131;Suphanburi;Suphanburi
4835;73;71;64;Kanchanaburi;Kanchanaburi
4836;118;104;40;Si Thep;Si Thep
4837;61;16;160;Muang Ngoi;Muang Ngoi
4838;239;13;190;Sip Et;Sip Et
4839;128;190;153;Ubon;Ubon
4840;174;140;171;Salavan;Salavan
4841;186;15;122;Lamphun;Lamphun
4842;100;174;128;Lakhon;Lakhon
4843;130;228;241;Annamite Mountains;Annamite Mountains
4844;37;164;140;Dawna Hills;Dawna Hills
4845;90;235;85;Mamuju;Mamuju
4846;229;139;97;Woolna;Woolna
4847;162;71;29;Yunawa;Yunawa
4848;29;162;89;Mingin;Mingin
4849;64;217;133;Kurtjar;Kurtjar
4850;174;141;221;Biri;Biri
4851;97;115;229;Gureng;Gureng
4852;55;67;139;WuliWuli;WuliWuli
4853;88;95;140;Bidjara;Bidjara
4854;73;93;221;Badtjala;Badtjala
4855;62;74;151;Yiman;Yiman
4856;74;74;198;Barunggam;Barunggam
4857;88;140;91;Bundjalung;Bundjalung
4858;137;231;142;Tharawal;Tharawal
4859;44;179;51;Gundungurra;Gundungurra
4860;24;116;29;Dharug;Dharug
4861;117;158;119;Waveroo;Waveroo
4862;9;63;12;Ngadjuri;Ngadjuri
4863;179;87;31;Nyaki;Nyaki
4864;218;177;152;Yuat;Yuat
4865;218;196;123;Kurrama;Kurrama
4866;156;144;105;Mangala;Mangala
4867;227;196;94;Wunambul;Wunambul
4868;136;85;174;Pyemmairrener;Pyemmairrener
4869;56;20;83;Peerapper;Peerapper
4870;40;100;119;Austalian Lakes;Austalian Lakes
4871;1;70;150;Cowasuk;Cowasuk
4872;11;80;175;Wenrohronon;Wenrohronon
4873;21;90;200;Pegwaki;Pegwaki
4874;31;100;225;Westenhuck;Westenhuck
4875;41;110;150;Minqua;Minqua
4876;51;70;175;Scahentowanen;Scahentowanen
4877;61;80;200;Nottoway;Nottoway
4878;71;90;225;Eno;Eno
4879;81;100;150;Kituwah;Kituwah
4880;91;110;175;Combahee;Combahee
4881;101;70;200;Sawokli;Sawokli
4882;111;80;225;Etali;Etali
4883;121;90;150;Napochi;Napochi
4884;141;110;200;Houma;Houma
4885;151;70;225;Avoyel;Avoyel
4886;161;80;150;Nasoni;Nasoni
4887;241;100;225;Cochati;Cochati
4888;2;110;150;Tatteroa;Tatteroa
4889;12;70;175;Mohetan;Mohetan
4890;22;80;200;Kichesipirini;Kichesipirini
4891;32;90;225;Piktuk;Piktuk
4892;42;100;150;Iroquet;Iroquet
4893;52;110;175;Nebesek;Nebesek
4894;62;70;200;Ottagotouemin;Ottagotouemin
4895;72;80;225;Batiscan;Batiscan
4896;82;90;150;Meductic;Meductic
4897;92;100;175;Keinouche;Keinouche
4898;102;110;200;Gichigamininiwag;Gichigamininiwag
4899;112;70;225;Mamaceqtaw;Mamaceqtaw
4900;122;80;150;Otoe;Otoe
4901;132;90;175;Saone;Saone
4902;142;100;200;Makandwewin;Makandwewin
4903;152;110;225;Chinko;Chinko
4904;171;90;175;Espeminkia;Espeminkia
4905;181;100;200;Tapouaro;Tapouaro
4906;191;110;225;Coiracoentanon;Coiracoentanon
4907;201;70;150;Mosopelea;Mosopelea
4908;221;80;175;Tawehash;Tawehash
4909;231;90;200;Kitsash;Kitsash
4910;162;70;150;Tawakoni;Tawakoni
4911;172;80;175;Nabaydacu;Nabaydacu
4912;182;70;150;Ahkwesahsne;Ahkwesahsne
4913;192;80;175;Aniyutsi;Aniyutsi
4914;202;90;200;Neosho;Neosho
4915;212;100;225;Pitahawirata;Pitahawirata
4916;222;110;150;Ponca;Ponca
4917;232;70;175;Selis;Selis
4918;242;80;200;Huhkpapha;Huhkpapha
4919;3;90;225;Sihabi;Sihabi
4920;13;100;150;Wadopabina;Wadopabina
4921;131;100;175;Kuttawa;Kuttawa
4922;23;110;175;Pepikokia;Pepikokia
4923;45;70;200;Pacaha;Pacaha
4924;200;10;1;Laurentian Massif;Laurentian Massif
4925;200;40;41;White Mountains;White Mountains
4926;200;70;81;Adirondacks;Adirondacks
4927;200;100;121;Blue Mountains;Blue Mountains
4928;200;20;161;Allegheny Front;Allegheny Front
4929;200;50;11;Appalachian Ridges;Appalachian Ridges
4930;200;80;51;Alleghenies;Alleghenies
4931;200;30;91;Cumberland Mountains;Cumberland Mountains
4932;200;60;131;Smoky Mountains;Smoky Mountains
4933;200;90;171;Blue Ridge;Blue Ridge
4934;210;10;1;Maui;Maui
4935;210;40;41;Oahu;Oahu
4936;210;70;81;Kauai;Kauai
4937;210;20;121;Lau;Lau
4938;210;50;161;Vanua Levu;Vanua Levu
4939;210;80;11;Te Moana-a-Toi;Te Moana-a-Toi
4940;29;216;197;Lake Tulare;Lake Tulare
4941;30;216;201;Lake Cahuilla;Lake Cahuilla
4942;82;177;121;Wouri7000;Wouri7000
4943;110;225;122;Mbini7001;Mbini7001
4944;85;102;99;Unused-7002;Unused-7002
4945;106;251;36;Bandama7003;Bandama7003
4946;28;204;159;Zwedru7004;Zwedru7004
4947;84;86;176;Koidu7005;Koidu7005
4948;77;190;182;Kabala7006;Kabala7006
4949;161;210;217;Simandou7007;Simandou7007
4950;174;131;194;unused-Mundri7008;unused-Mundri7008
4951;0;221;90;unused-Sudd7009;unused-Sudd7009
4952;128;6;254;unused-Bor7010;unused-Bor7010
4953;47;109;218;Boma7011;Boma7011
4954;237;184;24;Morungole7012;Morungole7012
4955;47;2;237;Borena7013;Borena7013
4956;138;240;1;Chalbi7014;Chalbi7014
4957;223;112;21;Marsabit7015;Marsabit7015
4958;79;234;238;Ruweng7016;Ruweng7016
4959;217;100;123;Mamfe7017;Mamfe7017
4960;186;169;103;Ikom7018;Ikom7018
4961;124;82;142;Niigata7020;Niigata7020
4962;82;4;175;Iwase7021;Iwase7021
4963;50;107;194;Riau7022;Riau7022
4964;165;143;16;Wirangu7023;Wirangu7023
4965;241;184;139;Nullarbor7024;Nullarbor7024
4966;153;157;74;Mirning7025;Mirning7025
4967;89;207;90;Nabire7026;Nabire7026
4968;127;176;105;Jayapura7027;Jayapura7027
4969;95;142;148;Ramu7028;Ramu7028
4970;140;26;60;Hong Kong7029;Hong Kong7029
4971;39;89;222;Qingdao7030;Qingdao7030
4972;190;199;190;7055;7055
4973;200;199;200;7056;7056
4974;210;199;210;Australia-Kalaamaya-7057;Australia-Kalaamaya-7057
4975;220;199;220;Australia-Mardu-7058;Australia-Mardu-7058
4976;88;209;103;Australia-Pila Nguru-7059;Australia-Pila Nguru-7059
4977;148;14;37;Australia-Kokatha-7062;Australia-Kokatha-7062
4978;234;201;145;Australia-Warlpiri-7063;Australia-Warlpiri-7063
4979;203;145;174;7065;Kwekwe
4980;50;94;98;7066;Tete
4981;197;54;189;7067;Choma
4982;77;204;223;7070;Polokwane
4983;10;159;202;7071;Mwanza
4984;215;155;224;7073;Chipata
4985;185;9;23;7076;Lundazi
4986;238;35;173;7077;Mumbwa
4987;198;33;33;7079;Luquembo
4988;207;170;43;7080;Andulo
4989;69;150;180;7081;Muchinda
4990;240;198;240;Australia-Arrente-7082;Australia-Arrente-7082
4991;230;198;230;Australia-Barundji-7083;Australia-Barundji-7083
4992;12;104;48;7085;Cambambe
4993;193;111;43;7086;Caconda
4994;117;221;107;7087;Cubal
4995;180;198;180;Australia-Birria-7088;Australia-Birria-7088
4996;236;216;134;Australia-Anangu-7089;Australia-Anangu-7089
4997;160;198;160;Australia-Dhirari-7090;Australia-Dhirari-7090
4998;150;198;150;Australia-Wakaya-7091;Australia-Wakaya-7091
4999;13;197;131;7093;Menongue
5000;49;75;51;7113;Djambala
5001;109;107;148;AfricaWasteland;Bondo
5002;7;202;132;7115;Lnongo
5003;177;191;178;7116;Owando
5004;167;40;133;AfricaWasteland;Rehoboth
5005;107;36;190;7118;Basoko
5006;72;162;200;7119;Kisangani
5007;76;203;150;7120;Nia Nia
5008;60;124;202;7121;Mambasa
5009;82;7;14;7122;Watsa
5010;29;27;90;7123;Isiro
5011;98;69;135;7124;Bambesa
5012;88;150;3;7125;Gbadolite
5013;116;92;84;7126;Bumba
5014;87;93;139;7127;Bangui
5015;177;76;131;7128;Berberati
5016;61;209;71;7129;Bouar
5017;160;195;160;Unused-7130;Unused-7130
5018;97;2;48;7131;Yoko
5019;140;195;140;Unused-7132;Unused-7132
5020;196;139;172;7133;Kaga-Bandoro
5021;47;192;225;7135;Bossangoa
5022;31;218;222;7136;Mafa
5023;254;148;78;7137;Diffa
5024;250;194;250;Unused-7138;Unused-7138
5025;165;135;146;7139;N'Dele
5026;230;194;230;Unused-7140;Unused-7140
5027;63;68;246;7141;Ouanda Djalle
5028;210;194;210;Unused-7142;Unused-7142
5029;230;161;125;7143;Birao
5030;190;194;190;Unused-7144;Unused-7144
5031;129;168;229;7145;Nyala
5032;170;194;170;unused-7146;unused-7146
5033;146;173;156;7147;Bumba
5034;150;194;150;Unused-7148;Unused-7148
5035;140;194;140;Unused-7149;Unused-7149
5036;110;113;244;7150;Pakwach
5037;28;240;85;7151;Rumbek
5038;110;194;110;unused-7152;unused-7152
5039;191;100;21;7154;Yambio
5040;250;193;250;unused-7155;unused-7155
5041;240;193;240;Unused-7156;Unused-7156
5042;230;193;230;unused-7157;unused-7157
5043;220;193;220;unused-7158;unused-7158
5044;210;193;210;unused-7159;unused-7159
5045;98;65;247;7160;Sangmelima
5046;190;193;190;unused-7161;unused-7161
5047;129;206;30;7162;Ebolowa
5048;170;193;170;unused-7163;unused-7163
5049;134;236;239;7164;Djibloho
5050;150;193;150;Unused-7165;Unused-7165
5051;41;25;83;7166;Moussoro
5052;130;193;130;unused-7167;unused-7167
5053;120;193;120;unused-7168;unused-7168
5056;255;192;255;unused-7171;unused-7171
5057;43;177;100;7172;Abyei
5058;240;192;240;Unused-7173;Unused-7173
5059;230;192;230;unused-7174;unused-7174
5060;210;192;210;unused-7176;unused-7176
5061;200;192;200;unused-7177;unused-7177
5062;190;192;190;unused-7178;unused-7178
5063;180;192;180;unused-7179;unused-7179
5064;170;192;170;unused-7180;unused-7180
5065;160;192;160;Unused-7181;Unused-7181
5066;150;192;150;Unused-7182;Unused-7182
5067;83;21;93;7183;Kuany Lual
5068;2;136;11;7184;Renk
5069;4;231;101;7185;Khartoum
5070;172;3;173;7186;Gambela
5071;71;212;122;7187;Eldoret
5072;90;192;90;Unused-7188;Unused-7188
5073;80;192;80;Unused-7189;Unused-7189
5074;74;147;67;7190;Oweinat
5075;155;163;151;7191;Faya
5076;115;178;210;7192;Mao
5077;34;20;183;7193;Ati
5078;100;180;238;7194;Nuri
5079;243;78;112;7195;Nakfa
5080;10;192;10;7196;7196
5081;166;119;234;7197;Gebel al Ailam
5082;107;92;22;7198;Jawf
5083;33;183;95;7199;Zighan
5084;168;250;12;7200;Blima
5085;13;97;170;7201;Hun
5086;210;191;210;Unused-7202;Unused-7202
5087;200;191;200;Unused-7203;Unused-7203
5088;167;28;32;7204;Banyo
5089;180;191;180;Unused-7205;Unused-7205
5090;160;157;207;7206;Bafoussam
5091;183;21;122;7207;Vilanculos
5092;206;87;188;7208;Pertoria
5093;79;217;99;7209;Maputo
5094;212;104;199;7210;Welkom
5095;78;128;52;7211;Phalaborwa
5096;207;109;12;7212;Giyani
5097;100;191;100;Unused-7213;Unused-7213
5098;145;135;118;7214;Chipinge
5099;102;94;245;7215;Kimberley
5100;70;191;70;Unused-7216;Unused-7216
5101;127;11;50;7217;Keetmanshoop
5102;63;48;44;7218;Bloemfontein
5103;144;154;208;7219;Bokspits
5104;122;253;191;7220;Bisho
5105;199;200;52;7221;Upington
5106;158;45;255;7222;Mossel Bay
5107;149;63;124;7223;Utama
5108;227;163;137;7224;Woecester
5109;240;190;240;unused-7225;unused-7225
5110;174;204;55;7226;Vanrhynsdoro
5111;220;190;220;unused-7227;unused-7227
5112;210;190;210;Unused-7228;Unused-7228
5113;200;190;200;Unused-7229;Unused-7229
5114;190;190;190;Unused-7230;Unused-7230
5115;180;190;180;Unused-7231;Unused-7231
5116;0;64;116;7232;Luderitz
5117;117;90;0;7233;Karasburg
5118;216;239;162;7234;Aus
5119;200;24;163;7235;Windhoek
5120;130;190;130;unused-7236;unused-7236
5121;48;29;51;7237;Okahandja
5122;46;63;3;7238;Outjo
5123;100;190;100;Unused-7239;Unused-7239
5124;90;190;90;Unused-7240;Unused-7240
5125;221;11;235;7241;Oshakati
5126;160;117;2;7242;Virei
5127;21;60;146;7243;Calonga
5128;237;58;250;7244;Saldanha
5129;175;53;1;7245;Grootfontien
5130;30;190;30;unused-7246;unused-7246
5131;92;171;249;7247;Meru
5132;2;164;50;7248;Gode
5133;233;128;53;7249;Luuq
5134;161;19;150;7250;Kitui
5135;240;189;240;Unused-7251;Unused-7251
5136;20;12;125;7252;Kebri Dahar
5137;27;61;90;7253;Hargeisa
5138;4;18;50;7254;Dadaab
5139;19;215;53;7255;Garsa
5140;119;40;245;SwedenMedelpad;SwedenMedelpad
5141;129;54;34;SwedenNorrbotten;SwedenNorrbotten
5142;148;54;64;SwedenS?dermanland;SwedenS?dermanland
5143;108;28;182;Sweden?land;Sweden?land
5144;14;98;182;FinlandKymmenedalen;FinlandKymmenedalen
5145;139;28;217;MamluksZella;Zella
5146;194;156;249;MamluksJalu;Marada
5147;234;112;15;MamluksMsus;Bayda
5148;180;167;165;MamluksSiwa;Siwa
5149;60;69;222;MamluksGattara;Abu Minqar
5150;246;201;233;Madagascar;Tsiroanomandidy
5151;164;32;242;Madagascar;Majunga
5152;12;162;150;Madagascar;Taplagnaro
5153;250;250;247;Denmark;Denmark
5154;250;250;246;Denmark;Denmark
5155;235;96;136;WesternSahara;Tinehir
5156;184;242;61;WesternSahara;Bechar
5157;168;68;139;WesternSahara;Beni Abbes
5158;24;108;87;WesternSahara;Chenachene
5159;117;157;126;WesternSahara;Chegga
5160;114;34;100;WesternSahara;Reggane
5161;206;47;135;WesternSahara;In-Salah
5162;95;65;0;WesternSahara;Tamanrasset
5163;110;175;229;WesternSahara;Djanet
5164;150;110;181;WesternSahara;Ilizi
5165;170;178;74;WesternSahara;Ubari
5166;132;84;132;WesternSahara;Goundam
5167;250;250;233;WesternSahara;WesternSahara
5168;214;194;161;EasternSahara;Nalut
5169;252;210;11;EasternSahara;Ghat
5170;178;162;15;EasternSahara;Gabes
5171;240;253;73;EasternSahara;Bahir Dar
5172;135;63;49;EasternSahara;Addis
5173;254;168;33;EasternSahara;Adare
5174;52;39;20;EasternSahara;Chiro
5175;5;217;36;EasternSahara;Tiyo
5176;215;132;223;EasternSahara;Bayla
5177;91;165;102;EasternSahara;Kassala
5178;211;211;188;EasternSahara;Sheikh Shadli
5179;250;250;221;Unused;Unused
5180;250;250;220;Unused;Unused
5181;250;250;219;Unused;Unused
5182;250;250;218;Unused;Unused
5183;250;250;217;Unused;Unused
5184;250;250;216;Unused;Unused
5185;250;250;215;Unused;Unused
5186;250;250;214;Unused;Unused
5187;250;250;213;Unused;Unused
5188;250;250;212;Unused;Unused
5189;250;250;211;Unused;Unused
5190;250;250;210;Unused;Unused
5191;250;250;209;Unused;Unused
5192;250;250;208;Unused;Unused
5193;250;250;207;Unused;Unused
5194;250;250;206;Unused;Unused
5195;250;250;205;Unused;Unused
5196;250;250;204;Unused;Unused
5197;250;250;203;Unused;Unused
5198;250;250;202;Unused;Unused
5199;250;250;201;Unused;Unused
5200;250;250;200;Unused;Unused
5201;250;250;199;Unused;Unused
5202;250;250;198;Unused;Unused
5203;250;250;197;Unused;Unused
5204;250;250;196;Unused;Unused
5205;250;250;195;Unused;Unused
5206;250;250;194;Unused;Unused
5207;250;250;193;Unused;Unused
5208;250;250;192;Unused;Unused
5209;250;250;191;Unused;Unused
5210;250;250;190;Unused;Unused
5211;250;250;189;Unused;Unused
5212;250;250;188;Unused;Unused
5213;250;250;187;Unused;Unused
5214;250;250;186;Unused;Unused
5215;250;250;185;Unused;Unused
5216;250;250;184;Unused;Unused
5217;250;250;183;Unused;Unused
5218;250;250;182;Unused;Unused
5219;250;250;181;Unused;Unused
5220;250;250;180;Unused;Unused
5221;250;250;179;Unused;Unused
5222;250;250;178;Unused;Unused
5223;250;250;177;Unused;Unused
5224;250;250;176;Unused;Unused
5225;250;250;175;Unused;Unused
5226;250;250;174;Unused;Unused
5227;250;250;173;Unused;Unused
5228;250;250;172;Unused;Unused
5229;250;250;171;Unused;Unused
5230;250;250;170;Unused;Unused
5231;250;250;169;Unused;Unused
5232;250;250;168;Unused;Unused
5233;250;250;167;Unused;Unused
5234;250;250;166;Unused;Unused
5235;250;250;165;Unused;Unused
5236;250;250;164;Unused;Unused
5237;250;250;163;Unused;Unused
5238;250;250;162;Unused;Unused
5239;250;250;161;Unused;Unused
5240;250;250;160;Unused;Unused
5241;250;250;159;Unused;Unused
5242;250;250;158;Unused;Unused
5243;250;250;157;Unused;Unused
5244;250;250;156;Unused;Unused
5245;250;250;155;Unused;Unused
5246;250;250;154;Unused;Unused
5247;250;250;153;Unused;Unused
5248;250;250;152;Unused;Unused
5249;250;250;151;Unused;Unused
5250;250;250;150;Unused;Unused
5251;250;250;149;Unused;Unused
5252;250;250;148;Unused;Unused
5253;250;250;147;Unused;Unused
5254;250;250;146;Unused;Unused
5255;250;250;145;Unused;Unused
5256;250;250;144;Unused;Unused
5257;250;250;143;Unused;Unused
5258;250;250;142;Unused;Unused
5259;250;250;141;Unused;Unused
5260;250;250;140;Unused;Unused
5261;250;250;139;Unused;Unused
5262;250;250;138;Unused;Unused
5263;250;250;137;Unused;Unused
5264;250;250;136;Unused;Unused
5265;250;250;135;Unused;Unused
5266;250;250;134;Unused;Unused
5267;250;250;133;Unused;Unused
5268;250;250;132;Unused;Unused
5269;250;250;131;Unused;Unused
5270;250;250;130;Unused;Unused
5271;250;250;129;Unused;Unused
5272;250;250;128;Unused;Unused
5273;250;250;127;Unused;Unused
5274;250;250;126;Unused;Unused
5275;250;250;125;Unused;Unused
5276;250;250;124;Unused;Unused
5277;250;250;123;Unused;Unused
5278;250;250;122;Unused;Unused
5279;250;250;121;Unused;Unused
5280;250;250;120;Unused;Unused
5281;250;250;119;Unused;Unused
5282;250;250;118;Unused;Unused
5283;250;250;117;Unused;Unused
5284;250;250;116;Unused;Unused
5285;250;250;115;Unused;Unused
5286;250;250;114;Unused;Unused
5287;250;250;113;Unused;Unused
5288;250;250;112;Unused;Unused
5289;250;250;111;Unused;Unused
5290;250;250;110;Unused;Unused
5291;250;250;99;Unused;Unused
5292;250;250;98;Unused;Unused
5293;250;250;97;Unused;Unused
5294;250;250;96;Unused;Unused
5295;250;250;95;Unused;Unused
5296;250;250;94;Unused;Unused
5297;250;250;93;Unused;Unused
5298;250;250;92;Unused;Unused
5299;250;250;91;Unused;Unused
5300;250;240;200;Unused;Unused
5301;250;240;199;Unused;Unused
5302;250;240;198;Unused;Unused
5303;250;240;197;Unused;Unused
5304;250;240;196;Unused;Unused
5305;250;240;195;Unused;Unused
5306;250;240;194;Unused;Unused
5307;250;240;193;Unused;Unused
5308;250;240;192;Unused;Unused
5309;250;240;191;Unused;Unused
5310;250;240;190;Unused;Unused
5311;250;240;189;Unused;Unused
5312;250;240;188;Unused;Unused
5313;250;240;187;Unused;Unused
5314;250;240;186;Unused;Unused
5315;250;240;185;Unused;Unused
5316;250;240;184;Unused;Unused
5317;250;240;183;Unused;Unused
5318;250;240;182;Unused;Unused
5319;250;240;181;Unused;Unused
5320;250;240;180;Unused;Unused
5321;250;240;179;Unused;Unused
5322;250;240;178;Unused;Unused
5323;250;240;177;Unused;Unused
5324;250;240;176;Unused;Unused
5325;250;240;175;Unused;Unused
5326;250;240;174;Unused;Unused
5327;250;240;173;Unused;Unused
5328;250;240;172;Unused;Unused
5329;250;240;171;Unused;Unused
5330;250;240;170;Unused;Unused
5331;250;240;169;Unused;Unused
5332;250;240;168;Unused;Unused
5333;250;240;167;Unused;Unused
5334;250;240;166;Unused;Unused
5335;250;240;165;Unused;Unused
5336;250;240;164;Unused;Unused
5337;250;240;163;Unused;Unused
5338;250;240;162;Unused;Unused
5339;250;240;161;Unused;Unused
5340;250;240;160;Unused;Unused
5341;250;240;159;Unused;Unused
5342;250;240;158;Unused;Unused
5343;250;240;157;Unused;Unused
5344;250;240;156;Unused;Unused
5345;250;240;155;Unused;Unused
5346;250;240;154;Unused;Unused
5347;250;240;153;Unused;Unused
5348;250;240;152;Unused;Unused
5349;250;240;151;Unused;Unused
5350;250;240;150;Unused;Unused
5351;250;240;149;Unused;Unused
5352;250;240;148;Unused;Unused
5353;250;240;147;Unused;Unused
5354;250;240;146;Unused;Unused
5355;250;240;145;Unused;Unused
5356;250;240;144;Unused;Unused
5357;250;240;143;Unused;Unused
5358;250;240;142;Unused;Unused
5359;250;240;141;Unused;Unused
5360;250;240;140;Unused;Unused
5361;250;240;139;Unused;Unused
5362;250;240;138;Unused;Unused
5363;250;240;137;Unused;Unused
5364;250;240;136;Unused;Unused
5365;250;240;135;Unused;Unused
5366;250;240;134;Unused;Unused
5367;250;240;133;Unused;Unused
5368;250;240;132;Unused;Unused
5369;250;240;131;Unused;Unused
5370;250;240;130;Unused;Unused
5371;250;240;129;Unused;Unused
5372;250;240;128;Unused;Unused
5373;250;240;127;Unused;Unused
5374;250;240;126;Unused;Unused
5375;250;240;125;Unused;Unused
5376;250;240;124;Unused;Unused
5377;250;240;123;Unused;Unused
5378;250;240;122;Unused;Unused
5379;250;240;121;Unused;Unused
5380;250;240;120;Unused;Unused
5381;250;240;119;Unused;Unused
5382;250;240;118;Unused;Unused
5383;250;240;117;Unused;Unused
5384;250;240;116;Unused;Unused
5385;250;240;115;Unused;Unused
5386;250;240;114;Unused;Unused
5387;250;240;113;Unused;Unused
5388;250;240;112;Unused;Unused
5389;250;240;111;Unused;Unused
5390;250;240;110;Unused;Unused
5391;250;240;99;Unused;Unused
5392;250;240;98;Unused;Unused
5393;250;240;97;Unused;Unused
5394;250;240;96;Unused;Unused
5395;250;240;95;Unused;Unused
5396;250;240;94;Unused;Unused
5397;250;240;93;Unused;Unused
5398;250;240;92;Unused;Unused
5399;250;240;91;Unused;Unused
5400;250;230;200;Unused;Unused
5401;250;230;199;Unused;Unused
5402;250;230;198;Unused;Unused
5403;250;230;197;Unused;Unused
5404;250;230;196;Unused;Unused
5405;250;230;195;Unused;Unused
5406;250;230;194;Unused;Unused
5407;250;230;193;Unused;Unused
5408;250;230;192;Unused;Unused
5409;250;230;191;Unused;Unused
5410;250;230;190;Unused;Unused
5411;250;230;189;Unused;Unused
5412;250;230;188;Unused;Unused
5413;250;230;187;Unused;Unused
5414;250;230;186;Unused;Unused
5415;250;230;185;Unused;Unused
5416;250;230;184;Unused;Unused
5417;250;230;183;Unused;Unused
5418;250;230;182;Unused;Unused
5419;250;230;181;Unused;Unused
5420;250;230;180;Unused;Unused
5421;250;230;179;Unused;Unused
5422;250;230;178;Unused;Unused
5423;250;230;177;Unused;Unused
5424;250;230;176;Unused;Unused
5425;250;230;175;Unused;Unused
5426;250;230;174;Unused;Unused
5427;250;230;173;Unused;Unused
5428;250;230;172;Unused;Unused
5429;250;230;171;Unused;Unused
5430;250;230;170;Unused;Unused
5431;250;230;169;Unused;Unused
5432;250;230;168;Unused;Unused
5433;250;230;167;Unused;Unused
5434;250;230;166;Unused;Unused
5435;250;230;165;Unused;Unused
5436;250;230;164;Unused;Unused
5437;250;230;163;Unused;Unused
5438;250;230;162;Unused;Unused
5439;250;230;161;Unused;Unused
5440;250;230;160;Unused;Unused
5441;250;230;159;Unused;Unused
5442;250;230;158;Unused;Unused
5443;250;230;157;Unused;Unused
5444;250;230;156;Unused;Unused
5445;250;230;155;Unused;Unused
5446;250;230;154;Unused;Unused
5447;250;230;153;Unused;Unused
5448;250;230;152;Unused;Unused
5449;250;230;151;Unused;Unused
5450;250;230;150;Unused;Unused
5451;250;230;149;Unused;Unused
5452;250;230;148;Unused;Unused
5453;250;230;147;Unused;Unused
5454;250;230;146;Unused;Unused
5455;250;230;145;Unused;Unused
5456;250;230;144;Unused;Unused
5457;250;230;143;Unused;Unused
5458;250;230;142;Unused;Unused
5459;250;230;141;Unused;Unused
5460;250;230;140;Unused;Unused
5461;250;230;139;Unused;Unused
5462;250;230;138;Unused;Unused
5463;250;230;137;Unused;Unused
5464;250;230;136;Unused;Unused
5465;250;230;135;Unused;Unused
5466;250;230;134;Unused;Unused
5467;250;230;133;Unused;Unused
5468;250;230;132;Unused;Unused
5469;250;230;131;Unused;Unused
5470;250;230;130;Unused;Unused
5471;250;230;129;Unused;Unused
5472;250;230;128;Unused;Unused
5473;250;230;127;Unused;Unused
5474;250;230;126;Unused;Unused
5475;250;230;125;Unused;Unused
5476;250;230;124;Unused;Unused
5477;250;230;123;Unused;Unused
5478;250;230;122;Unused;Unused
5479;250;230;121;Unused;Unused
5480;250;230;120;Unused;Unused
5481;250;230;119;Unused;Unused
5482;250;230;118;Unused;Unused
5483;250;230;117;Unused;Unused
5484;250;230;116;Unused;Unused
5485;250;230;115;Unused;Unused
5486;250;230;114;Unused;Unused
5487;250;230;113;Unused;Unused
5488;250;230;112;Unused;Unused
5489;250;230;111;Unused;Unused
5490;250;230;110;Unused;Unused
5491;250;230;99;Unused;Unused
5492;250;230;98;Unused;Unused
5493;250;230;97;Unused;Unused
5494;250;230;96;Unused;Unused
5495;250;230;95;Unused;Unused
5496;250;230;94;Unused;Unused
5497;250;230;93;Unused;Unused
5498;250;230;92;Unused;Unused
5499;250;230;91;Unused;Unused
5500;223;91;255;Minhow;Minhow
5501;95;92;1;Ganzhou;Ganzhou
5502;223;94;65;Yichun;Yichun
5503;96;96;129;Changsha;Changsha
5504;225;111;255;Chengdu;Chengdu
5505;225;114;65;Xiangyan;Xiangyan
5506;226;131;255;Hanzhong;Hanzhong
5507;63;121;228;Wuwei;Wuwei
5508;157;150;55;Zhangye;Zhangye
5509;45;168;75;Yan'an;Yan'an
5510;187;57;26;Dingxi;Dingxi
5511;170;181;32;Qingyang;Qingyang
5512;21;194;12;Kalgan;Kalgan
5513;186;20;20;Tangshan;Tangshan
5514;159;154;47;Weifang;Weifang
5515;223;213;85;Chaozhou;Chaozhou
5516;87;221;107;Qinzhou;Qinzhou
5517;75;119;233;Zhaoqing;Zhaoqing
5518;219;92;89;Baise;Baise
5519;207;231;78;Baoshan;Baoshan
5520;102;199;88;Lincang;Lincang
